PaymentID,InvoiceID,PaymentDate,PaymentMethod,AmountPaid,BalanceAmount,PaymentStatus
PAY00383,INV00383,2024-11-09,Credit Card,193432.33,0.0,Paid
PAY00384,INV00384,2024-10-14,Cheque,155868.91,0.0,Paid
PAY00385,INV00385,2024-11-20,Debit Card,180903.62,0.0,Paid
PAY00386,INV00386,2024-10-09,Cheque,143140.96,0.0,Paid
PAY00387,INV00387,2024-12-12,UPI,69467.25,0.0,Paid
PAY00388,INV00388,2024-11-26,Cheque,165271.98,0.0,Paid
PAY00389,INV00389,2024-11-09,Cheque,138171.86,0.0,Paid
PAY00390,INV00390,2024-10-13,Bank Transfer,61614.05,0.0,Paid
PAY00391,INV00391,2024-10-05,Debit Card,32217.29,5898.36,Partial
PAY00392,INV00392,2024-11-02,Bank Transfer,70455.26,0.0,Paid
PAY00393,INV00393,,UPI,0.0,240912.52,Pending
PAY00394,INV00394,2024-09-15,UPI,125017.87,0.0,Paid
PAY00395,INV00395,2025-01-05,Debit Card,27393.6,20993.24,Partial
PAY00396,INV00396,2024-11-09,Credit Card,172469.86,0.0,Paid
PAY00397,INV00397,2024-09-23,Cheque,25427.11,0.0,Paid
PAY00398,INV00398,2024-11-28,Cheque,66795.51,59581.25,Partial
PAY00399,INV00399,2024-11-12,Cheque,13438.55,0.0,Paid
PAY00400,INV00400,2024-09-22,Cheque,129480.63,0.0,Paid
PAY00401,INV00401,2024-09-25,Credit Card,121006.83,161051.28,Partial
PAY00402,INV00402,2024-10-13,UPI,238816.31,0.0,Paid
PAY00403,INV00403,2024-12-09,Debit Card,140264.89,0.0,Paid
PAY00404,INV00404,2024-11-10,Debit Card,67763.57,0.0,Paid
PAY00405,INV00405,,UPI,0.0,258396.4,Pending
PAY00406,INV00406,2024-11-04,Bank Transfer,275515.37,0.0,Paid
PAY00407,INV00407,2024-11-15,Credit Card,294152.29,0.0,Paid
PAY00408,INV00408,2024-12-01,Cheque,187937.13,0.0,Paid
PAY00409,INV00409,2024-12-06,UPI,330550.27,0.0,Paid
PAY00410,INV00410,2024-12-16,Bank Transfer,87186.84,0.0,Paid
PAY00411,INV00411,,Cheque,0.0,180049.36,Pending
PAY00412,INV00412,2024-12-25,Cheque,210063.66,0.0,Paid
PAY00413,INV00413,2024-09-29,UPI,8453.52,0.0,Paid
PAY00414,INV00414,2024-11-04,Debit Card,111487.05,0.0,Paid
PAY00415,INV00415,2024-09-23,Cheque,93546.22,86164.89,Partial
PAY00416,INV00416,2024-11-13,Cheque,118571.12,0.0,Paid
PAY00417,INV00417,,Cheque,0.0,225303.65,Pending
PAY00418,INV00418,2025-01-08,Bank Transfer,152303.54,0.0,Paid
PAY00419,INV00419,2024-09-12,Bank Transfer,26362.2,0.0,Paid
PAY00420,INV00420,2024-09-15,Debit Card,138376.77,0.0,Paid
PAY00421,INV00421,2024-11-16,Credit Card,21132.74,0.0,Paid
PAY00422,INV00422,2024-09-19,Bank Transfer,263535.06,0.0,Paid
PAY00423,INV00423,2024-10-26,Bank Transfer,258674.94,0.0,Paid
PAY00424,INV00424,2024-11-22,UPI,65574.56,87251.49,Partial
PAY00425,INV00425,2025-01-09,Debit Card,17329.72,0.0,Paid
PAY00426,INV00426,2024-12-29,Cheque,210813.16,64363.43,Partial
PAY00427,INV00427,2024-12-12,Credit Card,149068.34,0.0,Paid
PAY00428,INV00428,2024-11-21,Bank Transfer,214831.1,0.0,Paid
PAY00429,INV00429,2024-10-25,UPI,92380.84,0.0,Paid
PAY00430,INV00430,2024-12-30,Cheque,285644.25,0.0,Paid
PAY00431,INV00431,2024-10-07,Credit Card,50933.52,0.0,Paid
PAY00432,INV00432,2024-10-17,Bank Transfer,89549.04,153598.81,Partial
PAY00433,INV00433,2025-01-01,UPI,174434.56,0.0,Paid
PAY00434,INV00434,2024-09-13,Bank Transfer,100429.33,0.0,Paid
PAY00435,INV00435,2024-11-16,Bank Transfer,46862.17,0.0,Paid
PAY00436,INV00436,2024-09-16,Credit Card,353022.96,0.0,Paid
PAY00437,INV00437,2024-10-17,Debit Card,70671.47,22501.62,Partial
PAY00438,INV00438,2024-09-13,UPI,297634.35,0.0,Paid
PAY00439,INV00439,2024-10-08,Cheque,297837.25,0.0,Paid
PAY00440,INV00440,2024-12-10,Bank Transfer,48329.43,32198.49,Partial
PAY00441,INV00441,2024-10-29,UPI,161058.55,0.0,Paid
PAY00442,INV00442,2024-10-04,Debit Card,21277.7,0.0,Paid
PAY00443,INV00443,2024-10-28,UPI,219395.92,0.0,Paid
PAY00444,INV00444,2024-11-28,UPI,148192.31,120946.63,Partial
PAY00445,INV00445,2024-12-02,Credit Card,216630.89,0.0,Paid
PAY00446,INV00446,2024-12-01,Bank Transfer,116652.82,57228.74,Partial
PAY00447,INV00447,2025-01-03,Credit Card,287991.86,0.0,Paid
PAY00448,INV00448,2024-10-24,Cheque,265495.46,0.0,Paid
PAY00449,INV00449,2024-09-14,Debit Card,185085.77,0.0,Paid
PAY00450,INV00450,2024-08-07,Bank Transfer,195035.3,0.0,Paid
PAY00451,INV00451,2024-05-10,Cheque,270307.56,0.0,Paid
PAY00452,INV00452,2024-07-30,Debit Card,258086.18,0.0,Paid
PAY00453,INV00453,2024-07-16,Credit Card,155983.16,41122.27,Partial
PAY00454,INV00454,2024-05-31,Credit Card,133927.99,0.0,Paid
PAY00455,INV00455,2024-07-05,Bank Transfer,27462.91,0.0,Paid
PAY00456,INV00456,2024-05-24,UPI,48702.14,0.0,Paid
PAY00457,INV00457,2024-05-29,Cheque,55396.87,17886.56,Partial
PAY00458,INV00458,2024-06-08,Debit Card,106447.45,0.0,Paid
PAY00459,INV00459,2024-06-25,UPI,114907.22,54990.83,Partial
PAY00460,INV00460,2024-07-02,Debit Card,84502.45,0.0,Paid
PAY00461,INV00461,2024-06-22,Cheque,137121.4,72271.61,Partial
PAY00462,INV00462,2024-06-01,UPI,231203.77,0.0,Paid
PAY00463,INV00463,2024-07-26,Debit Card,214684.42,0.0,Paid
PAY00464,INV00464,2024-06-08,Cheque,285843.79,0.0,Paid
PAY00465,INV00465,2024-08-09,UPI,267356.38,0.0,Paid
PAY00466,INV00466,2024-05-25,UPI,145676.19,0.0,Paid
PAY00467,INV00467,,Cheque,0.0,203731.96,Pending
PAY00468,INV00468,2024-08-03,Cheque,192749.81,0.0,Paid
PAY00469,INV00469,2024-05-01,Bank Transfer,120563.79,0.0,Paid
PAY00470,INV00470,2024-06-04,Bank Transfer,38731.61,0.0,Paid
PAY00471,INV00471,2024-04-28,Bank Transfer,316509.63,0.0,Paid
PAY00472,INV00472,2024-06-11,UPI,102050.23,0.0,Paid
PAY00473,INV00473,2024-06-03,Credit Card,187359.75,0.0,Paid
PAY00474,INV00474,2024-05-27,UPI,225821.32,0.0,Paid
PAY00475,INV00475,2024-05-05,Cheque,204956.68,0.0,Paid
PAY00476,INV00476,2024-04-28,Bank Transfer,233109.24,0.0,Paid
PAY00477,INV00477,2024-06-05,UPI,48517.47,0.0,Paid
PAY00478,INV00478,2024-05-27,Credit Card,149758.99,0.0,Paid
PAY00479,INV00479,2024-08-06,Credit Card,28530.63,0.0,Paid
PAY00480,INV00480,,Debit Card,0.0,70040.43,Pending
PAY00481,INV00481,,UPI,0.0,238357.29,Pending
PAY00482,INV00482,2024-06-15,Debit Card,249831.31,0.0,Paid
PAY00483,INV00483,2024-08-11,Credit Card,309497.54,0.0,Paid
PAY00484,INV00484,2024-08-08,Bank Transfer,246193.14,0.0,Paid
PAY00485,INV00485,2024-06-28,Cheque,266963.61,0.0,Paid
PAY00486,INV00486,2023-09-07,Debit Card,97592.73,0.0,Paid
PAY00487,INV00487,2023-08-30,Debit Card,317167.89,0.0,Paid
PAY00488,INV00488,,UPI,0.0,267098.78,Pending
PAY00489,INV00489,2023-08-16,Credit Card,267459.39,0.0,Paid
PAY00490,INV00490,2023-07-28,Cheque,76151.77,0.0,Paid
PAY00491,INV00491,2023-09-01,Bank Transfer,175313.12,43535.05,Partial
PAY00492,INV00492,2023-09-10,Credit Card,20110.74,0.0,Paid
PAY00493,INV00493,2023-09-08,Credit Card,97544.88,0.0,Paid
PAY00494,INV00494,2023-10-07,Credit Card,189717.8,0.0,Paid
PAY00495,INV00495,2023-08-09,Credit Card,13399.37,27675.84,Partial
PAY00496,INV00496,,Cheque,0.0,103843.07,Pending
PAY00497,INV00497,2023-08-25,Credit Card,104987.14,0.0,Paid
PAY00498,INV00498,2023-09-26,UPI,164544.16,0.0,Paid
PAY00499,INV00499,,Credit Card,0.0,137547.94,Pending
PAY00500,INV00500,2023-08-11,UPI,239846.33,0.0,Paid
PAY00501,INV00501,2023-07-27,UPI,193271.9,0.0,Paid
PAY00502,INV00502,2023-09-11,Credit Card,111729.48,0.0,Paid
PAY00503,INV00503,2023-08-28,Debit Card,181069.67,50846.29,Partial
PAY00504,INV00504,2023-08-27,Debit Card,262991.56,0.0,Paid
PAY00505,INV00505,2023-09-11,Cheque,129699.82,0.0,Paid
PAY00506,INV00506,2023-08-17,Debit Card,34396.76,38626.6,Partial
PAY00507,INV00507,2023-10-09,Credit Card,297487.44,0.0,Paid
PAY00508,INV00508,2023-09-17,UPI,104780.71,190352.81,Partial
PAY00509,INV00509,2023-09-20,Bank Transfer,242273.24,40003.35,Partial
PAY00510,INV00510,2023-09-12,Credit Card,147852.88,0.0,Paid
PAY00511,INV00511,2023-07-24,Debit Card,171226.61,0.0,Paid
PAY00512,INV00512,2023-08-09,Bank Transfer,27050.91,0.0,Paid
PAY00513,INV00513,2023-07-30,Credit Card,45160.42,20291.7,Partial
PAY00514,INV00514,2023-09-28,Credit Card,255889.55,0.0,Paid
PAY00515,INV00515,2023-09-10,Bank Transfer,35935.88,25866.32,Partial
PAY00516,INV00516,,Bank Transfer,0.0,21147.61,Pending
PAY00517,INV00517,2023-08-10,Cheque,209395.54,0.0,Paid
PAY00518,INV00518,,Cheque,0.0,60803.33,Pending
PAY00519,INV00519,2023-08-01,Debit Card,223168.86,0.0,Paid
PAY00520,INV00520,2023-08-05,Bank Transfer,135042.33,0.0,Paid
PAY00521,INV00521,2023-10-11,UPI,67163.24,0.0,Paid
PAY00522,INV00522,2023-08-28,Cheque,261824.3,0.0,Paid
PAY00523,INV00523,2023-08-24,Cheque,289548.69,0.0,Paid
PAY00524,INV00524,2023-10-02,Debit Card,233269.78,0.0,Paid
PAY00525,INV00525,2023-09-24,Debit Card,208325.81,0.0,Paid
PAY00526,INV00526,2023-09-06,Credit Card,226755.82,0.0,Paid
PAY00527,INV00527,2023-08-23,Cheque,153876.48,0.0,Paid
PAY00528,INV00528,,Bank Transfer,0.0,248648.3,Pending
PAY00529,INV00529,,Cheque,0.0,61451.57,Pending
PAY00530,INV00530,2023-08-19,Cheque,98360.85,0.0,Paid
PAY00531,INV00531,2023-09-21,Bank Transfer,329850.18,0.0,Paid
PAY00532,INV00532,2023-07-27,Debit Card,202658.27,0.0,Paid
PAY00533,INV00533,2023-07-26,Debit Card,86233.54,81452.37,Partial
PAY00534,INV00534,2023-08-29,Cheque,201543.41,0.0,Paid
PAY00535,INV00535,2023-09-15,Debit Card,16000.25,16031.56,Partial
PAY00536,INV00536,2023-09-15,UPI,113822.39,0.0,Paid
PAY00537,INV00537,,UPI,0.0,269551.18,Pending
PAY00538,INV00538,2023-08-20,Bank Transfer,129425.29,0.0,Paid
PAY00539,INV00539,2023-08-18,Debit Card,46695.12,7215.19,Partial
PAY00540,INV00540,2023-09-26,Bank Transfer,41095.8,0.0,Paid
PAY00541,INV00541,2023-09-04,Cheque,84864.77,0.0,Paid
PAY00542,INV00542,2023-09-11,UPI,171371.52,0.0,Paid
PAY00543,INV00543,2023-08-21,Debit Card,60267.97,0.0,Paid
PAY00544,INV00544,2023-07-24,Debit Card,75812.52,0.0,Paid
PAY00545,INV00545,2023-08-22,UPI,208287.35,0.0,Paid
PAY00546,INV00546,2023-08-29,Debit Card,9850.31,3354.13,Partial
PAY00547,INV00547,,UPI,0.0,125769.06,Pending
PAY00548,INV00548,2023-08-01,Cheque,132065.01,0.0,Paid
PAY00549,INV00549,2023-09-09,UPI,11862.01,0.0,Paid
PAY00550,INV00550,2023-08-27,Credit Card,227015.48,0.0,Paid
PAY00551,INV00551,2023-08-26,Bank Transfer,6681.81,0.0,Paid
PAY00552,INV00552,2023-09-20,Debit Card,194040.73,0.0,Paid
PAY00553,INV00553,2023-08-12,Credit Card,17802.78,0.0,Paid
PAY00554,INV00554,2023-08-22,UPI,15594.64,0.0,Paid
PAY00555,INV00555,2023-08-23,Cheque,55421.77,0.0,Paid
PAY00556,INV00556,,Debit Card,0.0,231251.27,Pending
PAY00557,INV00557,2023-08-26,Bank Transfer,296337.88,0.0,Paid
PAY00558,INV00558,2023-09-13,Debit Card,294100.19,0.0,Paid
PAY00559,INV00559,2023-07-25,Bank Transfer,194720.89,0.0,Paid
PAY00560,INV00560,2023-09-29,UPI,78840.11,0.0,Paid
PAY00561,INV00561,2023-08-06,Credit Card,155025.04,0.0,Paid
PAY00562,INV00562,2023-08-13,Cheque,27142.95,25075.41,Partial
PAY00563,INV00563,2023-09-17,UPI,267415.67,0.0,Paid
PAY00564,INV00564,,Debit Card,0.0,114121.16,Pending
PAY00565,INV00565,2023-08-10,Cheque,220474.39,0.0,Paid
PAY00566,INV00566,2023-08-07,UPI,306158.2,0.0,Paid
PAY00567,INV00567,2023-08-08,Credit Card,44163.33,0.0,Paid
PAY00568,INV00568,,Bank Transfer,0.0,147240.1,Pending
PAY00569,INV00569,2023-08-16,Cheque,119101.79,79591.15,Partial
PAY00570,INV00570,2023-08-26,UPI,300151.11,0.0,Paid
PAY00571,INV00571,2023-09-01,Debit Card,203878.04,0.0,Paid
PAY00572,INV00572,2023-08-26,Credit Card,21771.77,0.0,Paid
PAY00573,INV00573,2023-08-15,UPI,108779.54,0.0,Paid
PAY00574,INV00574,2023-09-09,Bank Transfer,77002.43,0.0,Paid
PAY00575,INV00575,2025-03-16,Debit Card,48842.93,6626.57,Partial
PAY00576,INV00576,2025-02-23,Debit Card,9084.85,5335.58,Partial
PAY00577,INV00577,2025-02-20,Debit Card,222824.06,83637.93,Partial
PAY00578,INV00578,2025-04-04,Credit Card,285225.65,0.0,Paid
PAY00579,INV00579,2025-04-23,Bank Transfer,33436.92,42205.09,Partial
PAY00580,INV00580,2025-01-06,Debit Card,99780.98,0.0,Paid
PAY00581,INV00581,2025-04-10,Credit Card,84058.6,0.0,Paid
PAY00582,INV00582,2025-04-18,Bank Transfer,64747.37,0.0,Paid
PAY00583,INV00583,2025-03-17,Cheque,58694.03,0.0,Paid
PAY00584,INV00584,2025-03-13,Cheque,139399.18,0.0,Paid
PAY00585,INV00585,2025-03-31,Bank Transfer,311117.74,0.0,Paid
PAY00586,INV00586,2025-05-17,Debit Card,66673.66,0.0,Paid
PAY00587,INV00587,2025-02-02,Cheque,197934.32,0.0,Paid
PAY00588,INV00588,2025-04-26,UPI,19843.94,0.0,Paid
PAY00589,INV00589,2025-02-15,Bank Transfer,275735.14,0.0,Paid
PAY00590,INV00590,2025-04-24,Credit Card,144243.26,0.0,Paid
PAY00591,INV00591,2025-01-27,Debit Card,125149.33,0.0,Paid
PAY00592,INV00592,,Cheque,0.0,6352.94,Pending
PAY00593,INV00593,2025-04-13,Credit Card,219255.8,52248.16,Partial
PAY00594,INV00594,2025-01-17,Debit Card,232812.94,0.0,Paid
PAY00595,INV00595,2025-04-29,Cheque,251563.43,0.0,Paid
PAY00596,INV00596,2025-02-26,Credit Card,115777.12,0.0,Paid
PAY00597,INV00597,2025-01-12,Credit Card,145219.24,0.0,Paid
PAY00598,INV00598,2025-05-25,Cheque,269264.2,0.0,Paid
PAY00599,INV00599,2024-12-31,Bank Transfer,321638.44,0.0,Paid
PAY00600,INV00600,2025-01-25,Cheque,101229.15,218081.45,Partial
PAY00601,INV00601,2025-02-16,Cheque,56402.7,0.0,Paid
PAY00602,INV00602,2025-05-12,UPI,335302.25,0.0,Paid
PAY00603,INV00603,2025-05-15,UPI,188776.44,112136.13,Partial
PAY00604,INV00604,2025-01-13,Debit Card,144388.22,0.0,Paid
PAY00605,INV00605,2025-01-13,Credit Card,62837.71,0.0,Paid
PAY00606,INV00606,2025-02-11,UPI,310083.82,0.0,Paid
PAY00607,INV00607,2025-02-22,Credit Card,225864.57,0.0,Paid
PAY00608,INV00608,2025-02-10,Debit Card,349412.16,0.0,Paid
PAY00609,INV00609,,Credit Card,0.0,167162.99,Pending
PAY00610,INV00610,2025-05-04,Debit Card,141203.08,90662.02,Partial
PAY00611,INV00611,2025-01-25,Debit Card,21739.32,0.0,Paid
PAY00612,INV00612,2025-02-28,Bank Transfer,198373.1,0.0,Paid
PAY00613,INV00613,2025-02-24,Cheque,309922.99,0.0,Paid
PAY00614,INV00614,2025-05-09,Debit Card,285445.07,0.0,Paid
PAY00615,INV00615,,Debit Card,0.0,193750.22,Pending
PAY00616,INV00616,2024-12-21,UPI,67308.79,0.0,Paid
PAY00617,INV00617,,UPI,0.0,159659.13,Pending
PAY00618,INV00618,2025-02-05,UPI,41915.02,0.0,Paid
PAY00619,INV00619,2025-04-19,Cheque,127161.46,0.0,Paid
PAY00620,INV00620,2025-01-30,Credit Card,73914.14,0.0,Paid
PAY00621,INV00621,2025-03-13,Bank Transfer,256146.91,0.0,Paid
PAY00622,INV00622,2025-05-22,UPI,91884.18,0.0,Paid
PAY00623,INV00623,2025-03-10,Bank Transfer,97384.28,0.0,Paid
PAY00624,INV00624,2025-04-21,Debit Card,69091.65,0.0,Paid
PAY00625,INV00625,2025-03-16,Bank Transfer,34493.16,31895.7,Partial
PAY00626,INV00626,2024-12-18,Debit Card,224027.48,0.0,Paid
PAY00627,INV00627,2025-03-28,UPI,327545.7,0.0,Paid
PAY00628,INV00628,2025-04-26,Debit Card,196550.89,0.0,Paid
PAY00629,INV00629,2025-04-17,Bank Transfer,201815.89,97638.67,Partial
PAY00630,INV00630,2024-12-20,UPI,345929.33,0.0,Paid
PAY00631,INV00631,2025-03-12,Cheque,49982.2,0.0,Paid
PAY00632,INV00632,,Credit Card,0.0,120420.89,Pending
PAY00633,INV00633,2025-05-02,UPI,325509.02,0.0,Paid
PAY00634,INV00634,2025-01-01,Bank Transfer,181159.74,0.0,Paid
PAY00635,INV00635,2025-04-03,UPI,13848.18,0.0,Paid
PAY00636,INV00636,2025-02-04,Cheque,73944.11,0.0,Paid
PAY00637,INV00637,2024-12-28,Debit Card,47748.96,76639.85,Partial
PAY00638,INV00638,2025-04-11,Debit Card,231802.44,0.0,Paid
PAY00639,INV00639,2025-02-12,Cheque,162683.59,0.0,Paid
PAY00640,INV00640,2025-05-06,Debit Card,293165.04,0.0,Paid
PAY00641,INV00641,2025-03-06,Debit Card,171982.4,0.0,Paid
PAY00642,INV00642,2024-12-10,UPI,68683.14,0.0,Paid
PAY00643,INV00643,2025-03-18,Cheque,223639.5,0.0,Paid
PAY00644,INV00644,2025-03-21,Cheque,166419.41,0.0,Paid
PAY00645,INV00645,2025-01-05,Cheque,220345.41,0.0,Paid
PAY00646,INV00646,2025-05-01,Cheque,71422.63,0.0,Paid
PAY00647,INV00647,2025-02-27,Bank Transfer,107038.86,95642.42,Partial
PAY00648,INV00648,2024-12-22,Credit Card,240827.38,0.0,Paid
PAY00649,INV00649,2025-05-03,UPI,175013.06,0.0,Paid
PAY00650,INV00650,2025-03-02,UPI,234184.1,0.0,Paid
PAY00651,INV00651,2025-05-04,UPI,107082.4,0.0,Paid
PAY00652,INV00652,2024-12-25,Credit Card,239986.13,83662.38,Partial
PAY00653,INV00653,2025-01-02,Debit Card,74335.57,0.0,Paid
PAY00654,INV00654,,UPI,0.0,66592.53,Pending
PAY00655,INV00655,2025-03-18,Credit Card,137912.79,0.0,Paid
PAY00656,INV00656,2025-04-06,Debit Card,246783.72,0.0,Paid
PAY00657,INV00657,2025-01-19,Cheque,85242.02,0.0,Paid
PAY00658,INV00658,2025-03-09,Debit Card,255216.06,0.0,Paid
PAY00659,INV00659,2024-12-26,Debit Card,182964.49,0.0,Paid
PAY00660,INV00660,2025-03-20,Debit Card,23361.27,8952.97,Partial
PAY00661,INV00661,2025-01-04,Debit Card,24767.96,0.0,Paid
PAY00662,INV00662,2025-05-23,Cheque,305405.83,0.0,Paid
PAY00663,INV00663,2025-03-19,Debit Card,125150.98,0.0,Paid
PAY00664,INV00664,,Credit Card,0.0,170626.35,Pending
PAY00665,INV00665,2025-01-22,Bank Transfer,42924.98,0.0,Paid
PAY00666,INV00666,2025-04-02,Debit Card,127531.45,0.0,Paid
PAY00667,INV00667,2025-05-05,Debit Card,146687.49,195726.62,Partial
PAY00668,INV00668,,Debit Card,0.0,196711.07,Pending
PAY00669,INV00669,2025-05-15,Cheque,91329.58,0.0,Paid
PAY00670,INV00670,2025-01-05,Cheque,248658.92,0.0,Paid
PAY00671,INV00671,2025-03-27,Bank Transfer,256452.29,0.0,Paid
PAY00672,INV00672,2025-01-30,UPI,259135.37,0.0,Paid
PAY00673,INV00673,2025-01-20,Bank Transfer,302651.95,0.0,Paid
PAY00674,INV00674,,Credit Card,0.0,281737.98,Pending
PAY00675,INV00675,2025-01-18,UPI,28639.43,0.0,Paid
PAY00676,INV00676,2022-07-12,Debit Card,131862.52,0.0,Paid
PAY00677,INV00677,2022-08-04,Bank Transfer,198630.64,0.0,Paid
PAY00678,INV00678,2022-08-09,Cheque,332752.27,0.0,Paid
PAY00679,INV00679,2022-08-10,Credit Card,122615.7,28724.37,Partial
PAY00680,INV00680,2022-07-23,Bank Transfer,74925.22,0.0,Paid
PAY00681,INV00681,,UPI,0.0,272602.89,Pending
PAY00682,INV00682,2022-08-11,Bank Transfer,78542.81,112193.69,Partial
PAY00683,INV00683,2022-07-17,Cheque,161700.06,0.0,Paid
PAY00684,INV00684,2022-10-27,Debit Card,199949.88,0.0,Paid
PAY00685,INV00685,2022-07-30,Cheque,283082.65,0.0,Paid
PAY00686,INV00686,2022-08-10,Cheque,118645.81,0.0,Paid
PAY00687,INV00687,2022-08-14,Bank Transfer,105642.1,0.0,Paid
PAY00688,INV00688,2022-07-10,Debit Card,63404.0,0.0,Paid
PAY00689,INV00689,2022-09-01,Debit Card,75632.61,169569.15,Partial
PAY00690,INV00690,2022-08-29,Credit Card,71041.13,0.0,Paid
PAY00691,INV00691,2022-07-22,UPI,95468.43,0.0,Paid
PAY00692,INV00692,2022-07-05,UPI,323556.0,0.0,Paid
PAY00693,INV00693,2022-08-01,Credit Card,305686.91,0.0,Paid
PAY00694,INV00694,2022-08-08,Bank Transfer,48635.47,0.0,Paid
PAY00695,INV00695,2022-08-23,UPI,10693.22,0.0,Paid
PAY00696,INV00696,2022-07-13,Cheque,227171.53,33220.6,Partial
PAY00697,INV00697,2022-10-07,Credit Card,13887.12,31368.24,Partial
PAY00698,INV00698,2022-06-07,UPI,325206.05,0.0,Paid
PAY00699,INV00699,2022-08-14,Cheque,28701.61,0.0,Paid
PAY00700,INV00700,,Debit Card,0.0,185995.32,Pending
PAY00701,INV00701,2022-07-04,Debit Card,201044.27,0.0,Paid
PAY00702,INV00702,2022-08-12,Credit Card,207576.16,0.0,Paid
PAY00703,INV00703,2022-09-06,Cheque,184338.54,0.0,Paid
PAY00704,INV00704,2022-09-12,UPI,52806.77,0.0,Paid
PAY00705,INV00705,2022-10-12,Credit Card,84830.02,23759.77,Partial
PAY00706,INV00706,2022-07-28,Bank Transfer,157061.3,0.0,Paid
PAY00707,INV00707,2022-09-27,Debit Card,258325.48,0.0,Paid
PAY00708,INV00708,2022-09-20,Bank Transfer,15678.31,0.0,Paid
PAY00709,INV00709,2022-08-28,Cheque,206211.08,0.0,Paid
PAY00710,INV00710,2022-09-27,Credit Card,188454.02,0.0,Paid
PAY00711,INV00711,2022-09-16,UPI,83910.98,0.0,Paid
PAY00712,INV00712,2022-07-18,Cheque,196077.06,0.0,Paid
PAY00713,INV00713,2022-08-01,UPI,181060.5,0.0,Paid
PAY00714,INV00714,2022-09-12,UPI,155708.21,116480.68,Partial
PAY00715,INV00715,2022-07-18,Cheque,344536.93,0.0,Paid
PAY00716,INV00716,2022-09-21,Bank Transfer,150790.25,0.0,Paid
PAY00717,INV00717,2022-06-04,Credit Card,107815.01,0.0,Paid
PAY00718,INV00718,2022-08-23,UPI,243816.26,0.0,Paid
PAY00719,INV00719,2022-06-03,Cheque,331042.16,0.0,Paid
PAY00720,INV00720,,Bank Transfer,0.0,210646.34,Pending
PAY00721,INV00721,,UPI,0.0,308425.69,Pending
PAY00722,INV00722,2022-08-09,Credit Card,55419.11,0.0,Paid
PAY00723,INV00723,2022-07-27,Debit Card,18619.22,5895.99,Partial
PAY00724,INV00724,,UPI,0.0,297539.77,Pending
PAY00725,INV00725,2022-07-18,UPI,48253.39,0.0,Paid
PAY00726,INV00726,2022-09-03,Credit Card,53451.93,0.0,Paid
PAY00727,INV00727,2022-07-19,Bank Transfer,291930.23,0.0,Paid
PAY00728,INV00728,2022-06-20,UPI,268827.13,0.0,Paid
PAY00729,INV00729,2022-09-04,Bank Transfer,98183.26,0.0,Paid
PAY00730,INV00730,2022-10-04,Cheque,131126.96,16689.28,Partial
PAY00731,INV00731,2022-10-03,Credit Card,228115.65,0.0,Paid
PAY00732,INV00732,2022-07-14,Credit Card,159428.97,0.0,Paid
PAY00733,INV00733,2022-06-27,Bank Transfer,294712.02,0.0,Paid
PAY00734,INV00734,2022-10-08,Credit Card,162459.64,132094.44,Partial
PAY00735,INV00735,2022-07-03,Cheque,182250.76,0.0,Paid
PAY00736,INV00736,2022-09-22,Bank Transfer,71611.72,0.0,Paid
PAY00737,INV00737,2022-09-24,UPI,7603.74,0.0,Paid
PAY00738,INV00738,2022-07-08,Credit Card,295308.28,0.0,Paid
PAY00739,INV00739,2024-02-07,Cheque,35985.66,11015.21,Partial
PAY00740,INV00740,,Credit Card,0.0,136507.42,Pending
PAY00741,INV00741,2024-02-20,Cheque,215346.29,76091.29,Partial
PAY00742,INV00742,2024-01-23,Credit Card,37176.25,0.0,Paid
PAY00743,INV00743,2024-02-22,Cheque,36449.43,0.0,Paid
PAY00744,INV00744,2024-01-31,Debit Card,128063.04,0.0,Paid
PAY00745,INV00745,2024-01-27,Credit Card,299495.03,0.0,Paid
PAY00746,INV00746,2024-01-12,Cheque,279256.56,0.0,Paid
PAY00747,INV00747,2024-01-27,UPI,280194.54,0.0,Paid
PAY00748,INV00748,2024-01-19,UPI,27785.93,28776.84,Partial
PAY00749,INV00749,2024-01-27,Credit Card,18234.95,0.0,Paid
PAY00750,INV00750,2024-02-10,Debit Card,195706.47,139343.5,Partial
PAY00751,INV00751,2024-02-04,Bank Transfer,86909.38,137888.58,Partial
PAY00752,INV00752,2024-02-28,Cheque,80313.16,0.0,Paid
PAY00753,INV00753,2024-01-23,Credit Card,22365.9,0.0,Paid
PAY00754,INV00754,2023-12-26,Bank Transfer,98769.07,0.0,Paid
PAY00755,INV00755,,Debit Card,0.0,182030.52,Pending
PAY00756,INV00756,2024-01-05,Bank Transfer,31322.39,0.0,Paid
PAY00757,INV00757,2024-01-13,Cheque,270361.66,0.0,Paid
PAY00758,INV00758,2024-01-08,Credit Card,250302.01,0.0,Paid
PAY00759,INV00759,2024-03-05,Credit Card,142538.07,75894.27,Partial
PAY00760,INV00760,2024-02-09,Debit Card,26569.47,0.0,Paid
PAY00761,INV00761,,Bank Transfer,0.0,264449.5,Pending
PAY00762,INV00762,2024-01-14,Bank Transfer,123312.18,0.0,Paid
PAY00763,INV00763,2024-02-11,Cheque,87963.98,28916.38,Partial
PAY00764,INV00764,2024-03-02,Cheque,175986.16,151138.28,Partial
PAY00765,INV00765,2024-01-03,UPI,198979.03,0.0,Paid
